age;marital;address;income;inccat;car;carcat;ed;employ;retire;empcat;jobsat;gender;reside;wireless;multline;voice;pager;internet;callid;callwait;owntv;ownvcr;owncd;ownpda;ownpc;ownfax;news;response
49;Marrié(e);0;92;$75 - $124;46,3;Luxe;Bac +3/4;1;Non;Moins de 2;Satisfait;Homme;4;Oui;Oui;Non;Oui;Dial-up;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non
32;Non marrié(e);8;36;$25 - $49;18,2;Standard;Niveau Bac;7;Non;2 à 5;Satisfait;Homme;1;Non;Non;Non;Non;Aucun;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non
26;Non marrié(e);1;21;Inf à $25;10,8;Economique;Bac +2;3;Non;Moins de 2;Très insatisfait;Femme;3;Oui;Oui;Oui;Non;Aucun;Oui;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
27;Marrié(e);4;28;$25 - $49;13,3;Economique;Bac +3/4;3;Non;Moins de 2;Insatistait;Femme;4;Oui;Oui;Non;Non;Dial-up;Oui;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non
49;Non marrié(e);3;32;$25 - $49;16,5;Standard;Inf au Bac;10;Non;2 à 5;Neutre;Homme;1;Non;Non;Non;Non;Dial-up;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
53;Non marrié(e);30;103;$75 - $124;50,4;Luxe;Inf au Bac;22;Non;6 à 10;Très insatisfait;Homme;1;Oui;Oui;Oui;Non;Dial-up;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
54;Non marrié(e);3;278;$75 - $124;69,1;Luxe;Bac +5 et +;26;Non;6 à 10;Très satisfait;Homme;1;Oui;Oui;Oui;Non;Dial-up;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non
31;Non marrié(e);12;47;$25 - $49;22,8;Standard;Bac +2;3;Non;Moins de 2;Très insatisfait;Femme;1;Non;Non;Non;Non;;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non
66;Marrié(e);7;51;$50 - $74;25,8;Standard;Niveau Bac;36;Oui;6 à 10;Satisfait;Homme;2;Non;Oui;Oui;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
38;Non marrié(e);16;40;$25 - $49;19,9;Standard;Inf au Bac;14;Non;2 à 5;Très satisfait;Homme;2;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
47;Marrié(e);16;21;Inf à $25;10,8;Economique;Bac +2;4;Non;Moins de 2;Neutre;Femme;2;Oui;Oui;Oui;Oui;Dial-up;Non;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Non
43;Non marrié(e);12;35;$25 - $49;17,4;Standard;Niveau Bac;9;Non;2 à 5;Neutre;Homme;1;Non;Non;Oui;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non
24;Marrié(e);4;15;Inf à $25;7,4;Economique;Niveau Bac;2;Non;Moins de 2;Insatistait;Homme;2;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Oui
65;Marrié(e);18;82;$75 - $124;41,5;Luxe;Niveau Bac;23;Non;6 à 10;Satisfait;Homme;2;Non;Non;Oui;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
41;Non marrié(e);19;29;$25 - $49;14,2;Economique;Niveau Bac;2;Non;Moins de 2;Satisfait;Homme;2;Non;Non;Non;Non;Aucun;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Oui
36;Non marrié(e);17;18;Inf à $25;9;Economique;Bac +3/4;4;Non;Moins de 2;Neutre;Femme;1;Non;Non;Non;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
35;Marrié(e);5;31;$25 - $49;15,4;Standard;Bac +3/4;10;Non;2 à 5;Neutre;Homme;6;Oui;Oui;Oui;Oui;Dial-up;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non
28;Non marrié(e);0;25;$25 - $49;13,1;Economique;Inf au Bac;7;Non;2 à 5;Insatistait;Femme;1;Non;Non;Non;Non;Aucun;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non
65;Non marrié(e);16;69;$50 - $74;34,7;Luxe;Inf au Bac;25;Non;6 à 10;Très satisfait;Femme;1;Non;Non;Oui;Non;;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
28;Non marrié(e);3;35;$25 - $49;17,5;Standard;Niveau Bac;5;Non;2 à 5;Très insatisfait;Femme;3;Oui;Non;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
47;Non marrié(e);3;165;$75 - $124;83,6;Luxe;Bac +5 et +;10;Non;2 à 5;Satisfait;Femme;1;Oui;Oui;Oui;Non;Dial-up;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
44;Non marrié(e);1;109;$75 - $124;54,8;Luxe;Bac +2;17;Non;6 à 10;Insatistait;Homme;3;Oui;Non;Oui;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui
42;Marrié(e);21;30;$25 - $49;15,2;Standard;Bac +2;3;Non;Moins de 2;Très satisfait;Homme;2;Non;Oui;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
49;Marrié(e);11;43;$25 - $49;21;Standard;Bac +3/4;3;Non;Moins de 2;Satisfait;Femme;2;Non;Non;Oui;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
54;Marrié(e);14;44;$25 - $49;21,9;Standard;Niveau Bac;6;Non;2 à 5;Insatistait;Homme;2;Non;Oui;Non;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
28;Non marrié(e);4;24;Inf à $25;12;Economique;Niveau Bac;8;Non;2 à 5;Satisfait;Femme;1;Non;Oui;Non;Non;Aucun;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
55;Marrié(e);7;89;$75 - $124;45,3;Luxe;Niveau Bac;5;Non;2 à 5;Très insatisfait;Femme;3;Oui;Non;Oui;Oui;Dial-up;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Oui
26;Non marrié(e);6;65;$50 - $74;31,9;Luxe;Bac +5 et +;0;Non;Moins de 2;Très insatisfait;Homme;1;Oui;Oui;Non;Non;Dial-up;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
38;Non marrié(e);11;126;$75 - $124;63,2;Luxe;Bac +2;16;Non;6 à 10;Satisfait;Femme;1;Oui;Oui;Non;Oui;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non
29;Non marrié(e);5;48;$25 - $49;23,6;Standard;Bac +2;4;Non;Moins de 2;Très insatisfait;Homme;4;Non;Non;Non;Non;Dial-up;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non
30;Marrié(e);10;20;Inf à $25;9,9;Economique;Niveau Bac;1;Non;Moins de 2;Insatistait;Femme;4;Non;Oui;Non;Non;Aucun;Non;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Non
30;Marrié(e);0;33;$25 - $49;16,6;Standard;Bac +5 et +;3;Non;Moins de 2;Neutre;Femme;4;Non;Non;Non;Non;Dial-up;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Oui
58;Non marrié(e);22;33;$25 - $49;16,2;Standard;Niveau Bac;17;Non;6 à 10;Insatistait;Femme;1;Non;Non;Non;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
47;Marrié(e);4;82;$75 - $124;41,7;Luxe;Inf au Bac;23;Non;6 à 10;Insatistait;Homme;2;Non;Non;Oui;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
60;Non marrié(e);36;43;$25 - $49;21,2;Standard;Inf au Bac;22;Non;6 à 10;Très satisfait;Femme;2;Non;Oui;Non;Oui;Aucun;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
53;Non marrié(e);30;105;$75 - $124;51,9;Luxe;Bac +2;23;Non;6 à 10;Très satisfait;Homme;1;Non;Oui;Non;Oui;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
38;Marrié(e);19;50;$50 - $74;24,5;Standard;Niveau Bac;18;Non;6 à 10;Neutre;Femme;4;Oui;Oui;Non;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
31;Marrié(e);3;49;$25 - $49;24;Standard;Bac +3/4;2;Non;Moins de 2;Satisfait;Femme;5;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
75;Non marrié(e);28;12;Inf à $25;5,8;Economique;Inf au Bac;23;Oui;6 à 10;Très satisfait;Femme;1;Non;Oui;Oui;Oui;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non
54;Non marrié(e);29;178;$75 - $124;88,6;Luxe;Niveau Bac;11;Non;2 à 5;Satisfait;Femme;1;Oui;Oui;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Non
41;Non marrié(e);19;65;$50 - $74;33,4;Luxe;Niveau Bac;15;Non;6 à 10;Très satisfait;Femme;1;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
31;Non marrié(e);4;33;$25 - $49;16,4;Standard;Bac +5 et +;0;Non;Moins de 2;Très insatisfait;Homme;1;Oui;Oui;Oui;Non;Dial-up;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non
45;Non marrié(e);8;174;$75 - $124;86,2;Luxe;Bac +2;16;Non;6 à 10;Très satisfait;Homme;1;Oui;Non;Non;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non
24;Non marrié(e);0;22;Inf à $25;10,8;Economique;Niveau Bac;1;Non;Moins de 2;Neutre;Femme;1;Oui;Oui;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui
50;Marrié(e);13;244;$75 - $124;74,4;Luxe;Niveau Bac;27;Non;6 à 10;Satisfait;Homme;2;Oui;Non;Oui;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non
42;Non marrié(e);15;20;Inf à $25;10,2;Economique;Bac +3/4;3;Non;Moins de 2;Insatistait;Femme;1;Non;Non;Non;Oui;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
22;Marrié(e);2;61;$50 - $74;29,6;Standard;Bac +3/4;0;Non;Moins de 2;Insatistait;Femme;4;Oui;Oui;Oui;Non;Aucun;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non
29;Marrié(e);9;25;$25 - $49;12,5;Economique;Niveau Bac;5;Non;2 à 5;Neutre;Femme;3;Non;Non;Non;Non;Aucun;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
43;Non marrié(e);14;45;$25 - $49;21,6;Standard;Bac +5 et +;4;Non;Moins de 2;Neutre;Femme;1;Oui;Non;Oui;Non;Dial-up;Oui;Non;Oui;Non;Oui;Non;Oui;Oui;Oui;Non
31;Marrié(e);11;29;$25 - $49;14;Economique;Bac +2;0;Non;Moins de 2;Très insatisfait;Homme;4;Oui;Non;Oui;Non;Aucun;Non;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui
28;Non marrié(e);1;43;$25 - $49;20,8;Standard;Bac +5 et +;1;Non;Moins de 2;Insatistait;Femme;1;Non;Oui;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Non
28;Marrié(e);9;47;$25 - $49;23,9;Standard;Bac +5 et +;0;Non;Moins de 2;Très insatisfait;Femme;2;Non;Non;Non;Non;Dial-up;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non
41;Marrié(e);8;118;$75 - $124;58,9;Luxe;Bac +5 et +;10;Non;2 à 5;Neutre;Femme;5;Oui;Oui;Oui;Non;Dial-up;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non
52;Non marrié(e);19;75;$75 - $124;37,9;Luxe;Inf au Bac;29;Non;6 à 10;Neutre;Femme;2;Non;Non;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
45;Marrié(e);13;64;$50 - $74;31,2;Luxe;Niveau Bac;23;Non;6 à 10;Neutre;Homme;3;Non;Oui;Oui;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
36;Non marrié(e);12;51;$50 - $74;25,7;Standard;Niveau Bac;13;Non;2 à 5;Insatistait;Femme;1;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
25;Marrié(e);2;20;Inf à $25;10;Economique;Inf au Bac;0;Non;Moins de 2;Insatistait;Femme;7;Non;Non;Non;Non;Aucun;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
34;Marrié(e);15;33;$25 - $49;16,9;Standard;Niveau Bac;4;Non;Moins de 2;Insatistait;Homme;2;Oui;Oui;Non;Non;Dial-up;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Non;Non
20;Marrié(e);1;30;$25 - $49;15,1;Standard;Bac +2;0;Non;Moins de 2;Neutre;Homme;4;Non;Non;Non;Non;Dial-up;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
31;Marrié(e);4;30;$25 - $49;15,2;Standard;Niveau Bac;7;Non;2 à 5;Insatistait;Femme;2;Non;Oui;Oui;Non;Dial-up;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
35;Marrié(e);16;48;$25 - $49;24,2;Standard;Bac +3/4;10;Non;2 à 5;Satisfait;Homme;4;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
21;Marrié(e);0;18;Inf à $25;9;Economique;Bac +2;0;Non;Moins de 2;Insatistait;Femme;4;Non;Oui;Non;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
42;Non marrié(e);5;46;$25 - $49;23,6;Standard;Inf au Bac;12;Non;2 à 5;Très satisfait;Homme;1;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Oui
33;Non marrié(e);0;32;$25 - $49;16,1;Standard;Niveau Bac;1;Non;Moins de 2;Très insatisfait;Femme;1;Oui;Non;Non;Non;Aucun;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui
40;Non marrié(e);16;114;$75 - $124;57,5;Luxe;Bac +2;7;Non;2 à 5;Très satisfait;Homme;1;Oui;Oui;Non;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
47;Marrié(e);2;58;$50 - $74;28,6;Standard;Bac +2;24;Non;6 à 10;Insatistait;Homme;4;Non;Oui;Oui;Oui;Dial-up;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non
65;Marrié(e);21;323;$75 - $124;76,3;Luxe;Inf au Bac;49;Non;6 à 10;Satisfait;Femme;3;Non;Oui;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
34;Non marrié(e);10;24;Inf à $25;11,3;Economique;Bac +2;2;Non;Moins de 2;Très insatisfait;Homme;1;Non;Oui;Non;Non;;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
26;Marrié(e);0;31;$25 - $49;15,1;Standard;Inf au Bac;9;Non;2 à 5;Satisfait;Homme;6;Non;Non;Non;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
61;Marrié(e);26;23;Inf à $25;11,6;Economique;Niveau Bac;0;Non;Moins de 2;Satisfait;Femme;2;Non;Non;Non;Non;Aucun;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
42;Marrié(e);3;93;$75 - $124;45,8;Luxe;Inf au Bac;21;Non;6 à 10;Satisfait;Homme;5;Non;Non;Oui;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
59;Non marrié(e);36;46;$25 - $49;22,7;Standard;Bac +2;15;Non;6 à 10;Neutre;Homme;1;Non;Non;Oui;Oui;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
36;Non marrié(e);4;34;$25 - $49;16,6;Standard;Niveau Bac;0;Non;Moins de 2;Insatistait;Homme;1;Non;Non;Oui;Non;Dial-up;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
55;Non marrié(e);28;197;$75 - $124;98,8;Luxe;Niveau Bac;21;Non;6 à 10;Très satisfait;Homme;1;Non;Oui;Oui;Oui;Dial-up;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
41;Marrié(e);19;29;$25 - $49;14,1;Economique;Bac +2;2;Non;Moins de 2;Satisfait;Femme;2;Non;Oui;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
55;Non marrié(e);9;110;$75 - $124;56,4;Luxe;Bac +3/4;16;Non;6 à 10;Satisfait;Homme;1;Non;Non;Oui;Non;Dial-up;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
59;Marrié(e);0;37;$25 - $49;18,4;Standard;Inf au Bac;14;Non;2 à 5;Insatistait;Homme;4;Oui;Non;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
51;Non marrié(e);27;107;$75 - $124;53,1;Luxe;Niveau Bac;11;Non;2 à 5;Satisfait;Femme;1;Non;Non;Non;Non;Aucun;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
27;Marrié(e);2;66;$50 - $74;33,2;Luxe;Bac +3/4;1;Non;Moins de 2;Satisfait;Homme;4;Oui;Oui;Oui;Oui;Dial-up;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non
57;Marrié(e);13;148;$75 - $124;75,8;Luxe;Niveau Bac;26;Non;6 à 10;Neutre;Homme;3;Non;Oui;Oui;Non;Aucun;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
58;Marrié(e);22;41;$25 - $49;20,5;Standard;Niveau Bac;2;Non;Moins de 2;Insatistait;Homme;2;Non;Oui;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
40;Non marrié(e);6;25;$25 - $49;12,1;Economique;Niveau Bac;0;Non;Moins de 2;Neutre;Femme;3;Non;Non;Non;Non;Aucun;Non;Oui;Oui;Non;Oui;Non;Non;Non;Oui;Non
32;Marrié(e);7;37;$25 - $49;18,5;Standard;Bac +3/4;6;Non;2 à 5;Satisfait;Femme;2;Non;Non;Oui;Non;Dial-up;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non
29;Non marrié(e);7;57;$50 - $74;29;Standard;Bac +5 et +;2;Non;Moins de 2;Insatistait;Femme;2;Oui;Oui;Non;Oui;Dial-up;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
47;Non marrié(e);8;36;$25 - $49;17,6;Standard;Bac +2;13;Non;2 à 5;Très satisfait;Homme;4;Non;Oui;Non;Non;Dial-up;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non
48;Non marrié(e);19;151;$75 - $124;75,5;Luxe;Inf au Bac;22;Non;6 à 10;Neutre;Homme;1;Non;Oui;Non;Oui;Aucun;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
54;Marrié(e);12;65;$50 - $74;32;Luxe;Bac +3/4;2;Non;Moins de 2;Très insatisfait;Homme;3;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
42;Marrié(e);10;63;$50 - $74;31,7;Luxe;Niveau Bac;10;Non;2 à 5;Insatistait;Homme;5;Oui;Non;Non;Non;Dial-up;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
38;Marrié(e);7;70;$50 - $74;34,1;Luxe;Niveau Bac;15;Non;6 à 10;Neutre;Femme;2;Non;Non;Non;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
52;Non marrié(e);17;39;$25 - $49;19,5;Standard;Niveau Bac;8;Non;2 à 5;Très satisfait;Homme;1;Non;Oui;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
56;Non marrié(e);37;54;$50 - $74;26,6;Standard;Bac +2;8;Non;2 à 5;Très satisfait;Homme;1;Non;Oui;Oui;Oui;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Oui
19;Non marrié(e);0;27;$25 - $49;13,7;Economique;Niveau Bac;0;Non;Moins de 2;Très insatisfait;Homme;2;Non;Non;Non;Non;Dial-up;Non;Non;Oui;Oui;Non;Non;Oui;Non;Oui;Non
65;Marrié(e);9;79;$75 - $124;38,8;Luxe;Inf au Bac;19;Non;6 à 10;Neutre;Femme;3;Non;Oui;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
29;Non marrié(e);6;48;$25 - $49;25;Standard;Niveau Bac;9;Non;2 à 5;Très satisfait;Homme;3;Non;Oui;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Oui
30;Marrié(e);10;23;Inf à $25;11,3;Economique;Bac +2;6;Non;2 à 5;Insatistait;Femme;2;Oui;Non;Non;Non;Dial-up;Oui;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
41;Marrié(e);10;62;$50 - $74;30,8;Luxe;Bac +2;7;Non;2 à 5;Neutre;Homme;2;Oui;Oui;Oui;Non;;Oui;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
52;Marrié(e);18;134;$75 - $124;68,9;Luxe;Niveau Bac;33;Non;6 à 10;Satisfait;Femme;2;Oui;Non;Oui;Non;Dial-up;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
59;Non marrié(e);2;31;$25 - $49;15,4;Standard;Inf au Bac;9;Non;2 à 5;Très satisfait;Femme;1;Non;Non;Oui;Non;Aucun;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
29;Non marrié(e);6;24;Inf à $25;11,7;Economique;Niveau Bac;8;Non;2 à 5;Très satisfait;Homme;1;Non;Non;Oui;Non;Dial-up;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Oui
51;Non marrié(e);14;42;$25 - $49;20,6;Standard;Bac +3/4;7;Non;2 à 5;Insatistait;Homme;1;Non;Oui;Oui;Non;Aucun;Non;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
42;Non marrié(e);1;24;Inf à $25;11,8;Economique;Niveau Bac;2;Non;Moins de 2;Insatistait;Femme;1;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
48;Non marrié(e);14;126;$75 - $124;62,7;Luxe;Niveau Bac;28;Non;6 à 10;Satisfait;Femme;1;Oui;Oui;Oui;Oui;;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non
51;Non marrié(e);25;97;$75 - $124;48,3;Luxe;Niveau Bac;28;Non;6 à 10;Neutre;Homme;3;Non;Oui;Non;Oui;Aucun;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
50;Non marrié(e);5;31;$25 - $49;15,6;Standard;Inf au Bac;1;Non;Moins de 2;Très satisfait;Homme;2;Non;Non;Non;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
29;Non marrié(e);0;31;$25 - $49;15,1;Standard;Niveau Bac;6;Non;2 à 5;Insatistait;Homme;1;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
46;Marrié(e);2;112;$75 - $124;54,6;Luxe;Inf au Bac;26;Non;6 à 10;Satisfait;Homme;4;Non;Non;Non;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
36;Non marrié(e);16;197;$75 - $124;98,2;Luxe;Bac +3/4;13;Non;2 à 5;Satisfait;Femme;1;Oui;Non;Non;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non
58;Marrié(e);5;79;$75 - $124;39,6;Luxe;Niveau Bac;27;Non;6 à 10;Très satisfait;Femme;2;Non;Non;Oui;Oui;Aucun;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Oui
50;Marrié(e);13;44;$25 - $49;22,6;Standard;Niveau Bac;5;Non;2 à 5;Neutre;Homme;5;Non;Oui;Oui;Oui;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Oui
32;Marrié(e);13;36;$25 - $49;17,9;Standard;Bac +5 et +;2;Non;Moins de 2;Très insatisfait;Homme;4;Oui;Oui;Non;Non;Dial-up;Oui;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non
39;Marrié(e);10;18;Inf à $25;8,8;Economique;Niveau Bac;6;Non;2 à 5;Neutre;Homme;4;Oui;Oui;Oui;Oui;Dial-up;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui
52;Non marrié(e);33;98;$75 - $124;47,2;Luxe;Bac +2;25;Non;6 à 10;Très satisfait;Homme;1;Oui;Oui;Oui;Oui;Aucun;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non
32;Marrié(e);12;18;Inf à $25;9;Economique;Niveau Bac;4;Non;Moins de 2;Très insatisfait;Homme;3;Non;Oui;Oui;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non
44;Non marrié(e);1;121;$75 - $124;61;Luxe;Bac +2;13;Non;2 à 5;Très satisfait;Homme;1;Non;Non;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui
37;Non marrié(e);7;26;$25 - $49;13;Economique;Bac +2;9;Non;2 à 5;Très satisfait;Homme;1;Non;Non;Non;Non;Dial-up;Oui;Non;Oui;Oui;Oui;Oui;Non;Non;Oui;Non
35;Non marrié(e);11;44;$25 - $49;22,7;Standard;Inf au Bac;13;Non;2 à 5;Insatistait;Femme;1;Non;Non;Non;Non;Aucun;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
35;Marrié(e);11;48;$25 - $49;24;Standard;Bac +3/4;10;Non;2 à 5;Insatistait;Femme;3;Non;Non;Non;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non
46;Marrié(e);6;191;$75 - $124;95,5;Luxe;Niveau Bac;18;Non;6 à 10;Très satisfait;Femme;4;Oui;Oui;Non;Non;Aucun;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
63;Non marrié(e);31;103;$75 - $124;51,4;Luxe;Bac +2;17;Non;6 à 10;Satisfait;Homme;1;Oui;Non;Non;Non;Dial-up;Non;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non
42;Non marrié(e);23;28;$25 - $49;14,1;Economique;Niveau Bac;4;Non;Moins de 2;Insatistait;Homme;1;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
24;Non marrié(e);0;21;Inf à $25;10,6;Economique;Niveau Bac;3;Non;Moins de 2;Insatistait;Femme;1;Non;Non;Non;Non;Aucun;Oui;Oui;Non;Oui;Oui;Non;Oui;Non;Oui;Non
